11/04/2014,http://www.data.gouv.fr/fr/dataset/comptes-des-partis-et-groupements-politiques,/comptes-des-partis-et-groupements-politiques,161,7,100%,1,43%,17,23,3,161,3,0.657
13/04/2014,http://www.data.gouv.fr/fr/dataset/comptes-des-partis-et-groupements-politiques,/comptes-des-partis-et-groupements-politiques,1729,5,100%,,60%,0,346,2,1729,3,0.297
13/04/2014,http://www.data.gouv.fr/fr/dataset/comptes-des-partis-et-groupements-politiques,/comptes-des-partis-et-groupements-politiques,0,5,100%,,60%,0,346,2,1729,3,0.297
04/04/2014,http://www.data.gouv.fr/fr/dataset/contours-des-epci-2014,/contours-des-epci-2014,345,13,20%,1,31%,103,27,5,345,4,0.5
05/04/2014,http://www.data.gouv.fr/fr/dataset/contours-des-epci-2014,/contours-des-epci-2014,81,3,0%,,33%,,27,,81,1,0.483
06/04/2014,http://www.data.gouv.fr/fr/dataset/contours-des-epci-2014,/contours-des-epci-2014,99,3,50%,,67%,414,33,2,99,2,0.406
07/04/2014,http://www.data.gouv.fr/fr/dataset/contours-des-epci-2014,/contours-des-epci-2014,665,15,67%,3,33%,56,44,3,665,5,0.602
08/04/2014,http://www.data.gouv.fr/fr/dataset/contours-des-epci-2014,/contours-des-epci-2014,409,12,40%,2,38%,241,31,4,409,5,0.633
09/04/2014,http://www.data.gouv.fr/fr/dataset/contours-des-epci-2014,/contours-des-epci-2014,1709,12,60%,,54%,1818,131,4,1709,7,2.607
10/04/2014,http://www.data.gouv.fr/fr/dataset/contours-des-epci-2014,/contours-des-epci-2014,2177,12,25%,,46%,315,167,4,2177,6,12.434
11/04/2014,http://www.data.gouv.fr/fr/dataset/contours-des-epci-2014,/contours-des-epci-2014,301,6,0%,1,17%,,50,,301,1,0.618
12/04/2014,http://www.data.gouv.fr/fr/dataset/contours-des-epci-2014,/contours-des-epci-2014,68,2,0%,,100%,,34,,68,2,0.28
